tissue,num_non_tfs,num_tfs,mae,f1_005,f1_001,abs_time_saving,rel_time_saving,abs_emission_saving,rel_emission_saving,total_runtime
Breast,1,-1,0.01565072252296347,0.8068085318468224,0.8695182887727697,322360.0616207123,191.8787704994531,12.651555510463048,328.05420098200005,1688.820924282074
Breast,2,-1,0.015251529603777068,0.819677288214341,0.8729926731982386,322368.94287490845,192.89316653164306,12.644221116895896,275.76832397660576,1679.939670085907
Breast,3,-1,0.014526151531125006,0.8321234581898859,0.8724088392388275,322403.1341636181,196.90062357771035,12.645883544865956,286.1040607849829,1645.7483813762665
Breast,4,-1,0.014521378712234972,0.8318472151681595,0.8724778352828174,322601.72111201286,223.9203416839114,12.65075657015246,321.41589164238155,1447.161432981491
Breast,5,-1,0.014585171538967164,0.8332480531419476,0.8731280627940715,322366.5899350643,192.62337635690534,12.645732889927176,285.13558443855277,1682.2926099300385
Breast,6,-1,0.014411512334846378,0.831638849620563,0.8744289640792342,322462.48863601685,204.26760384743045,12.646933979881204,293.0440095295322,1586.3939089775085
Breast,7,-1,0.014432800068296526,0.832697027674241,0.8741318229634301,322051.6643149853,162.25011251951236,12.638719843554956,246.3213990302678,1997.218230009079
Breast,8,-1,0.014372614604678884,0.8363970350066725,0.8730620659414152,322132.68008875847,169.1099400746743,12.638630437518225,245.8946738103108,1916.2024562358856
Breast,9,-1,0.014563280194401099,0.8322957687916335,0.8712632510639369,322649.1647372246,231.51015207937806,12.647097293103455,294.15333292470234,1399.7178077697754
Breast,10,-1,0.014420538466566464,0.8341761469128718,0.8751080712556351,322274.932618618,182.67081709962963,12.646883060126562,292.6998404590368,1773.9499263763428
Breast,20,-1,0.014099281754951527,0.8404565755486002,0.8752446863594459,321850.0509750843,147.37321720292138,12.62966117661022,209.48699084501334,2198.8315699100494
Breast,30,-1,0.013995580793093848,0.8382433034131404,0.875325866869147,322166.01524448395,172.1039408656953,12.631479064647287,215.96801791828182,1882.8673005104065
Breast,40,-1,0.014052840888336431,0.8380966307852009,0.8747951149724768,321280.19534373283,117.04062575120267,12.607320331781509,153.0446510404,2768.6872012615204
Breast,50,-1,0.01395930347895564,0.8388202344516948,0.8745488531018418,321368.29870224,120.8874266033128,12.607820088676284,153.97265698253443,2680.583842754364
Breast,60,-1,0.013961816332056216,0.8410894236966524,0.8745083039378184,321653.9149377346,135.30407741746507,12.609656050090345,157.48069820653387,2394.9676072597504
Breast,70,-1,0.014040713740267267,0.8392368761652362,0.8738714590697954,321113.5901646614,110.39748023610441,12.592592396852393,129.96105600257061,2935.292380332947
Breast,80,-1,0.014166540053275297,0.8408463041898148,0.8732598726555689,321162.06373524666,112.25120241381404,12.590761874340878,127.56958212348032,2886.818809747696
Breast,90,-1,0.013921284560801467,0.8402942038830792,0.8748239345185918,321105.10392951965,110.07922974966637,12.576817370580333,111.88565523124917,2943.778615474701
Breast,100,-1,0.013984962958886097,0.8387089963136392,0.8737808249474732,320786.82335209846,99.33874996833529,12.589108414482103,125.48384859774208,3262.0591928958893
Breast,200,-1,0.013984758703750183,0.8406156713281507,0.8738345098335284,319112.25171518326,65.64170863013355,12.494609470854686,64.86877163419464,4936.630829811096
Breast,300,-1,0.01394511718737351,0.8413631940312039,0.8746669270357609,317413.24496364594,48.83462645034101,12.423736270183214,47.61769243841068,6635.637581348419
Breast,400,-1,0.01388591581012496,0.8412486944991219,0.8746645090301183,314998.44525170326,35.80477628249027,12.329847369176626,35.21236991771927,9050.437293291092
Breast,500,-1,0.013962890244913631,0.8417014377156381,0.874317989642103,313412.7154495716,30.466697226339008,12.247807036921797,28.682924461401107,10636.167095422745
Breast,600,-1,0.013904848602008173,0.8416753471140827,0.8748325798114833,311622.1229903698,26.076700134139244,12.151772099374309,23.567357437698536,12426.759554624557
Breast,700,-1,0.013937615817382246,0.8400835905027944,0.8748851493373274,309471.20333981514,22.22911328916231,12.077083522874714,20.696612878757158,14577.679205179214
Breast,800,-1,0.013941623108620045,0.8418433183268365,0.8746875339636996,307774.09048986435,19.911092040211376,12.002784817731026,18.45976296732162,16274.792055130005
Breast,900,-1,0.013940632156532122,0.8416731759647357,0.8741885596757073,305829.45307826996,17.78589626732444,11.912332098819407,16.31331584669851,18219.429466724396
Breast,1000,-1,0.013943623893522761,0.842462833979427,0.8746906622504046,303361.7531261444,15.664274921088067,11.942328386811575,16.967590563676545,20687.129418849945
Breast,1200,-1,0.013895077539792416,0.8412481050672835,0.8745691080870516,299933.66922545433,13.437529175096483,11.709035936497598,12.933347860063611,24115.213319540024
Breast,1400,-1,0.01397466781346447,0.8417072371467106,0.8743385099272656,295359.08880615234,11.294918516833985,11.536027624136743,10.994728137816507,28689.79373884201
Breast,1600,-1,0.013951897084741868,0.8417764441947987,0.8749939024102396,291598.0986685753,9.98585685261274,11.260232643391763,8.874254270696257,32450.783876419067
Breast,1800,-1,0.01384019069470037,0.8414633794791325,0.8745207958873289,287814.157340765,8.943047883447756,11.119057621291342,8.076877747031688,36234.725204229355
Breast,2000,-1,0.014023723946819729,0.8423862971506197,0.8743314709603401,284756.7773666382,8.247175382282515,10.984614430966177,7.440230436633765,39292.10517835617
Kidney,1,-1,0.018711788437071674,0.8606294512628818,0.8137170355701768,274040.6469886303,224.17331630782527,5.716551970515176,213.36340967761,1227.9274759292603
Kidney,2,-1,0.018525391594262648,0.860737844624826,0.8164469372371921,274024.66151976585,221.29247518218563,5.717096914099829,217.77199351923355,1243.9129447937012
Kidney,3,-1,0.017997386252679454,0.865984740557328,0.8163598056134928,274085.812725544,232.73374965076863,5.715982511725783,208.9432677283577,1182.7617390155792
Kidney,4,-1,0.01788294946148181,0.8680713267655489,0.816062781328329,273946.4503455162,208.20176449374188,5.713849075940078,193.89456110819563,1322.1241190433502
Kidney,5,-1,0.01804599848395666,0.8702961499412581,0.8172848855861115,274213.95156621933,261.01137657619574,5.719701322621588,241.63325678749544,1054.6228983402252
Kidney,6,-1,0.017968099403200495,0.8671887423570924,0.819066273008088,274589.529974699,405.3763465794347,5.726608925204052,340.62088362024195,679.0444898605347
Kidney,7,-1,0.018084448942218816,0.8707609746497967,0.8193780457357388,274128.9046037197,241.53360891873464,5.7174121959484285,220.40681751106084,1139.6698608398438
Kidney,8,-1,0.01786500316029461,0.8677593795522932,0.8183403312262658,274142.3811349869,244.42390772196046,5.717261128465432,219.13643007516995,1126.1933295726776
Kidney,9,-1,0.0179461503577668,0.8684227495864213,0.8195567689690659,273949.7206554413,208.71803422139132,5.7151268536402675,202.6355835125449,1318.8538091182709
Kidney,10,-1,0.01776449983871868,0.8699506123776289,0.8172975639063027,274172.32219934464,251.09966309679024,5.718545615002082,230.42938487687434,1096.25226521492
Kidney,20,-1,0.017622368553397497,0.8697562163579823,0.8181944357153332,273812.0410647392,188.98885154196643,5.7111616603258115,177.76671057569155,1456.5333998203278
Kidney,30,-1,0.017645385893947495,0.8721028823263592,0.8187783973902185,273908.1374948025,202.33835200296826,5.713287510426348,190.2871054064947,1360.43696975708
Kidney,40,-1,0.017573495492872033,0.8686411284482782,0.8196935166994106,273653.526201725,170.43984430622493,5.710987682051329,176.81459611923447,1615.048262834549
Kidney,50,-1,0.017672949733272606,0.8707814224423757,0.8171466775172277,273529.82959604263,158.31452874357143,5.701706907382103,137.52274676157234,1738.744868516922
Kidney,60,-1,0.017524193000766543,0.8722579175406288,0.8186856732044355,273465.59645438194,152.67439364800833,5.698589784848888,127.97135268667685,1802.9780101776123
Kidney,70,-1,0.01794725131658272,0.8701161422322617,0.8196215470234638,273020.9342250824,122.470033072816,5.690249845324986,107.9176826977053,2247.6402394771576
Kidney,80,-1,0.017582885345809787,0.8734789855912007,0.8161410954286147,272977.97066521645,120.17293193327455,5.6866120473421695,101.01314399827969,2290.603799343109
Kidney,90,-1,0.017676068636235807,0.8712131504932528,0.8212085332886272,272956.79787540436,119.07230817885917,5.691354896750292,110.2059445041287,2311.776589155197
Kidney,100,-1,0.017509084598656303,0.8700654709625425,0.8190387689690746,272268.9289355278,91.76703440469936,5.679113452860795,89.2435810554859,2999.6455290317535
Kidney,200,-1,0.017528812512517228,0.8722139997535858,0.8210207961212931,271124.6321952343,66.42673970199411,5.651176808105493,62.230240053121186,4143.942269325256
Kidney,300,-1,0.017640593456728342,0.8710990998994347,0.8195668118297212,269436.198564291,47.19664493022212,5.619795219180133,46.43985145806664,5832.375900268555
Kidney,400,-1,0.017393918158051424,0.8737379163863767,0.8169152058432068,267676.0480120182,36.25520124100751,5.5447439486765076,28.901347303975136,7592.526452541351
Kidney,500,-1,0.017506265913520284,0.8710738398079494,0.8167994893292181,265954.02870440483,29.55254948041471,5.534761379303982,27.518995469775653,9314.545760154724
Kidney,600,-1,0.017578188978295342,0.8714443650924831,0.8182666396977745,264427.9438800812,25.39230281111961,5.502418496768028,23.826668052560404,10840.630584478378
Kidney,700,-1,0.01743339992459356,0.8703956803391423,0.8170179096164307,262673.74906516075,21.855688009593138,5.456696718530749,20.027865773345958,12594.825399398804
Kidney,800,-1,0.0176129287442133,0.8725936583252017,0.8146848307755782,261506.31810474396,20.001703737209553,5.3753950982033585,15.60405187133943,13762.256359815598
Kidney,900,-1,0.01778099356597075,0.8706970761931743,0.8190220433664381,259697.64119124413,17.67836067580477,5.284309760464913,12.508622295333524,15570.93327331543
Kidney,1000,-1,0.017388228429790317,0.87314978419902,0.8189341320963479,257808.64817881584,15.765735201833033,5.266510537840709,12.041824912084484,17459.926285743713
Kidney,1200,-1,0.017452252643444636,0.8718871372864062,0.8178547767238191,254510.78376460075,13.26097649038854,5.279529066396275,12.37972699296055,20757.7906999588
Kidney,1400,-1,0.01790875810730198,0.8721294183560726,0.8189135600421735,251266.3117172718,11.468442678208113,5.233520120638432,11.26279877066551,24002.26274728775
Kidney,1600,-1,0.01763318984493535,0.872586365940549,0.8175901536409278,247675.58061099052,9.976031449336723,5.1481604755175905,9.647861758376473,27592.99385356903
Kidney,1800,-1,0.017739496737372438,0.8712749039209446,0.8168833463101213,244566.11329507828,8.965684312571684,5.093871722538618,8.841563709069732,30702.461169481277
Kidney,2000,-1,0.01789044770193394,0.8736224680856365,0.8178932968536252,240958.9350090027,8.023068118250844,4.981079151684295,7.533492140390224,34309.63945555687
Testis,1,-1,0.013501300261460075,0.8386863622319134,0.8882489408438142,328295.60023498535,97.78254715122335,13.048045811364492,167.61609130065847,3392.0950615406036
